Nº registro,Completo Parte,Edificio / Parte,Tipo vía,Calle,Portal,Piso,Municipio,Localidad,Código postal,Provincia,Zona climática,Año construcción,Normativa,Datos catastrales,Tipo edificio,Alcance edificio,Fecha inicio de vigencia,Fecha fin de vigencia,Superficie habitable,Superficie calefactada,Superficie refrigerada,Consumo anual,Emisiones anuales,Calificación energética,Calificación energ. emisiones,Más datos,Cod. calle,Cod. portal,Cod. provincia,Cod. municipio,Cod. localidad,Nº viviendas,Comunidad autónoma,Procedimiento,Cal. Grado Centralizacion,Cal. Equipo Principal,Cal. Tipo Energia,ACS Grado Centralizacion,ACS Equipo Principal,ACS Tipo Energia
CEE/CAPV/2016/00067447/E,0,piso 2C,Kalea/Calle,Landako,29 -B,2C,Amurrio,Amurrio,1470.0,Araba/Álava,D1,2004,Anterior NBE-CT-79,02 0013 0307 000 0002 007,Vivienda,Existente,2016-09-15,2026-09-15,113.0,100,0,257.8,54.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067447-E,130100200000500.0,80100200024900.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067528/E,0,Vivienda única en planta primera de edificio plurif.,Kalea/Calle,Murriarte,14,1º (mano única),Samaniego,Samaniego,1307.0,Araba/Álava,D1,1880,NMV,52000201080000001001,Vivienda,Existente,2016-09-28,2026-09-28,104.0,100,0,262.0,69.1,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067528-E,130105200000120.0,80105200000635.0,1,52,10105200000013,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00067529/E,0,VIVIENDA,Urbanizazioa/Urbanización,Apaloeta,6,2-D,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,2011,CTE 2006,36 0005 0574 000 0003 012,Vivienda,Existente,2016-09-28,2026-09-28,117.0,100,0,104.9,22.2,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067529-E,130103600001450.0,80103600032190.0,1,36,10103600000016,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gas natural,Centralizado,Caldera estandar,Gas natural
CEE/CAPV/2016/00067531/E,0,VIVIENDA,Plaza/Plaza,Lexarraga,1,2-CENTRO,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1969,Anterior NBE-CT-79,02 0014 0230 000 0001 004,Vivienda,Existente,2016-09-28,2026-09-28,68.0,100,0,312.2,55.0,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067531-E,130100200000560.0,80100200004641.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00067532/E,0,VIVIENDA 1ºC,Kalea/Calle,Laureano Irribarria,9,1ºC,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,1982,Anterior NBE-CT-79,43000102310000001002,Vivienda,Existente,2016-09-28,2026-09-28,97.0,100,0,350.9,92.6,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067532-E,130104300000430.0,80104300002796.0,1,43,10104300000048,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gasóleo,Centralizado,Caldera estandar,Gasóleo
CEE/CAPV/2016/00067534/E,0,vivienda 1º izquierda en edificio cuatrifamiliar,Kalea/Calle,Sagasti,2,1º izquierda,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1953,1953,36000100980000001003,Vivienda,Existente,2016-09-28,2026-09-28,69.0,100,0,291.8,61.8,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067534-E,130103600000730.0,80103600007013.0,1,36,10103600000016,1.0,Euskadi,CE2,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067535/E,0,vivienda en bloque residencial,Kalea/Calle,Arraño,11,1º izquierda,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1958,1958,36000201390000004003,Vivienda,Existente,2016-09-28,2026-09-28,88.0,88,0,277.9,58.9,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067535-E,130103600000650.0,80103600005686.0,1,36,10103600000016,1.0,Euskadi,CE2,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067538/E,0,Vivienda en San Mames nº90 Larrimbe,Entitatea/Entidad,Larrinbe,90,Bajo Dcha,Amurrio,Larrinbe | Diseminado,1468.0,Araba/Álava,D1,1956,Anterior NBE-CT79,02 0007 0207 00B 0001 002,Vivienda,Existente,2016-09-29,2026-09-29,44.0,100,0,319.5,67.6,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067538-E,130100200000060.0,80100200009603.0,1,2,10100200000120,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00067540/E,1,"BARRIO ERROTALDE, 18",Auzoa/Barrio,Errotalde,18,UNIFAMILIAR,Zalduondo,Zalduondo,1208.0,Araba/Álava,D1,1990,Anterior NBE-CT-79,61000106560000001001,Vivienda,Existente,2016-09-27,2026-09-27,219.0,100,0,156.3,41.2,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067540-E,130106100000020.0,80106100000095.0,1,61,10106100000014,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gasóleo,Equipos individuales,Caldera condensación,Gasóleo
CEE/CAPV/2016/00067545/E,1,Cº deGebara nº 10 - Etura,Bidea/Camino,Gebara,10,UNIFAMILIAR,Barrundia,Etura,1206.0,Araba/Álava,D1,2000,NBE-CT-79,13 0003 0025 000 0001 001,Vivienda,Existente,2016-09-26,2026-09-26,0.0,100,100,133.6,35.2,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067545-E,130101300000320.0,80101300004850.0,1,13,10101300000089,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gasóleo,Equipos individuales,Caldera condensación,Gasóleo
CEE/CAPV/2016/00067555/E,0,C/ JESUS DE GALINDEZ Nº 6- Bajo izda,Kalea/Calle,Jesus Galindez,6,Bajo izda,Amurrio,Amurrio,1470.0,Araba/Álava,C1,1950,Anterior NBE-CT-79,02 0015 0022 000 0001 002,Vivienda,Existente,2016-09-29,2026-09-29,61.0,100,0,377.0,80.0,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067555-E,130100200000430.0,80100200003117.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067569/E,1,"SAN ROKE 2, ETXABARRI IBIÑA",Kalea/Calle,San Roke,2,UNIFAMILIAR,Zigoitia,Etxabarri Ibiña,1196.0,Araba/Álava,D1,1995,Anterior NBE-CT-79,18-6-0773-00-0001-0001-FX,Vivienda,Existente,2016-09-15,2026-09-15,165.0,100,0,249.0,65.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067569-E,130101800000720.0,80101800002554.0,1,18,10101800000091,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00067677/E,0,LOCAL,Plaza/Plaza,Lexarraga,1,BAJO LOCAL 5,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1969,Anterior NBE-CT-79,02 0014 0230 000 0001 017,Otros usos,Existente,2016-10-03,2026-10-03,19.0,100,0,605.4,102.6,G,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067677-E,130100200000560.0,80100200004641.0,1,2,10100200000023,0.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00067680/E,0,Zabalibar 12,Kalea/Calle,Zabalibar,12,LOCAL,Amurrio,Amurrio,1470.0,Araba/Álava,C1,1977,Anterior NBE-CT-79,00020001-3022800-0100-02,Otros usos,Existente,2016-10-03,2026-10-03,168.0,100,100,293.9,50.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067680-E,130100200000780.0,80100200011790.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Bomba de calor,Electricidad,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067681/E,0,Vivienda en Plaza Goikolarra nº13 bajo Izq,Plaza/Plaza,Goikolarra,13,bajo Izq,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1954,Anterior NBE-CT79,02 0014 0150 000 0001 005,Vivienda,Existente,2016-10-03,2026-10-03,33.0,100,0,383.0,81.1,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067681-E,130100200000390.0,80100200002904.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067682/E,0,Barbacana 10 esc izqda 1ºC,Errepidea/Carretera,La Barbacana,10,esc. izqda 1ºC,Laguardia,Laguardia,1300.0,Araba/Álava,E1,1985,NBE-CT-79,31 0003 0024 000 0001 002,Vivienda,Existente,2016-10-03,2026-10-03,84.0,100,0,294.5,62.3,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067682-E,130103100000070.0,80103100000145.0,1,31,10103100000043,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00067683/E,0,Vivienda,Kalea/Calle,Virgen Blanca,6,2ºI,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,1965,Anterior a la NBE-CT,00020300 00020004,Vivienda,Existente,2016-10-04,2026-10-04,58.0,100,0,217.9,46.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067683-E,130104300000570.0,80104300003678.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067698/E,0,SAN RAIMUNDO 9 3ºDCH,Etorbidea/Avenida,San Raimundo,9,3º DCH,Laguardia,Laguardia,1300.0,Araba/Álava,D1,1970,Anterior NBE-CT-79,3100716280000003006,Vivienda,Existente,2016-10-03,2026-10-03,43.0,100,0,266.6,56.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067698-E,130103100000380.0,80103100002931.0,1,31,10103100000043,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067738/E,0,Vivienda 4ºC,Kalea/Calle,Baia,5,4ºC,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1978,Anterior NBE-CT-79,0036 0004 0118 0001 0012,Vivienda,Existente,2016-10-04,2026-10-04,81.0,100,0,293.4,62.1,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067738-E,130103600000080.0,80103600001002.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067740/E,1,EDIFICIO 1 PLAZA CONSTITUCION BAÑOS DE EBRO,Plaza/Plaza,Constitución,4,UNIFAMILIAR,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,1307.0,Araba/Álava,D1,1940,Anterior NBE-CT-79,11000303400000001001,Vivienda,Existente,2016-10-04,2026-10-04,163.0,100,0,303.6,51.4,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067740-E,130101100000100.0,80101100000744.0,1,11,10101100000019,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00067747/E,0,"Basatxi 5, 3º IZDA",Pasabidea/Pasaje,Basatxi,5,3º IZDA,Legutio,Legutio,1170.0,Araba/Álava,D1,1985,Anterior NBE-CT-79,58000200030000003005,Vivienda,Existente,2016-07-25,2026-07-25,79.0,100,0,207.4,43.9,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067747-E,130105800000280.0,80105800002070.0,1,58,10105800000084,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067751/E,0,Vivienda anexa a garaje/almacén agrícola,Kalea/Calle,Calle Real,35,UNIFAMILIAR,Valdegovía/Gaubea,Mioma,1427.0,Araba/Álava,D1,1989,Anterior NBE-CT-79,55 0007 0061 000 0001 001,Vivienda,Existente,2016-07-27,2026-07-27,153.0,100,0,439.3,109.4,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067751-E,130105500000610.0,80105500005008.0,1,55,10105500000188,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00067760/E,1,Vivienda B,Kalea/Calle,Ortontzi,3,B,Zigoitia,Acosta/Okoizta | Acosta / Okoizta,1138.0,Araba/Álava,D1,1945,Anterior NBE-CT-79,18-5-164-1-1,Vivienda,Existente,2016-08-30,2026-08-30,68.0,0,0,388.5,65.8,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067760-E,130101800000040.0,80101800000155.0,1,18,10101800000014,1.0,Euskadi,CEX.V-2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00067770/E,0,PISO 3 IZQUIERDA,Etorbidea/Avenida,Langraiz,56,3 IZQUIERDA,Iruña Oka/Iruña de Oca,Nanclares de la Oca/Langraiz Oka | Nanclares de la Oca / Langraiz Oka,1230.0,Araba/Álava,D1,1975,Anterior NBE-CT-79,0026-0002-0203-0001-0009,Vivienda,Existente,2016-10-05,2026-10-05,72.0,100,0,278.0,58.9,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067770-E,130190100000840.0,80190100001189.0,1,901,10190100000035,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00068112/E,0,"JOSE MATIA 16, 6ºC",Kalea/Calle,José Matia,16,6ºC,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,2004,Anterior NBE-CT-79,3600050323000002023,Vivienda,Existente,2016-10-10,2026-10-10,58.0,100,0,183.9,38.9,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068112-E,130103600000540.0,80103600029900.0,1,36,10103600000016,1.0,Euskadi,CEXv2.3,Centralizado,Caldera estandar,Gas natural,Centralizado,Caldera estandar,Gas natural
CEE/CAPV/2016/00068119/E,1,c/ Dulantzi nº 37,Kalea/Calle,Dulantzi,37,UNIFAMILIAR,Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,E1,1980,Edificio de 1980,51000401070001,Vivienda,Existente,2016-10-10,2026-10-10,948.0,100,0,171.5,45.2,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068119-E,130105100000300.0,80105100001044.0,1,51,10105100000073,12.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gasóleo,Centralizado,Caldera estandar,Gasóleo
CEE/CAPV/2016/00068120/E,0,Local comercial en planta baja,Kalea/Calle,Calle Mayor,2,"Bajo, local",Labastida/Bastida,Labastida/Bastida,1330.0,Araba/Álava,D1,1984,NBE-CT-79,002800160563000A00010003,Otros usos,Existente,2016-10-11,2026-10-11,25.0,100,100,567.8,96.2,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068120-E,130102800000070.0,80102800007530.0,1,28,10102800000060,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00068129/E,1,Edificio de viviendas Fronton nº8,Kalea/Calle,Frontoi,8,UNIFAMILIAR,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1970,Anterior NBE-CT79,02 0014 0009 000 0001 001,Vivienda,Existente,2016-10-11,2026-10-11,873.0,100,0,323.7,66.3,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068129-E,130100200000370.0,80100200002708.0,1,2,10100200000023,12.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00068439/E,0,ARTZAMENDI 4A,Auzoa/Barrio,Artzamendi,4 -A,UNIFAMILIAR,Arratzua-Ubarrundia,Luko,1510.0,Araba/Álava,D1,1998,Anterior NBE-CT-79,08 0002 0352 00B 0001 001,Vivienda,Existente,2016-10-09,2026-10-09,60.0,100,0,230.2,60.7,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068439-E,130100800000410.0,80100800001706.0,1,8,10100800000106,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00068440/E,0,ARTZAMENDI 4B,Auzoa/Barrio,Artzamendi,4 -B,UNIFAMILIAR,Arratzua-Ubarrundia,Luko,1510.0,Araba/Álava,D1,1998,Anterior NBE-CT-79,08 0002 0352 00B 0001 001,Vivienda,Existente,2016-10-09,2026-10-09,115.0,100,0,182.8,48.2,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068440-E,130100800000410.0,80100800005470.0,1,8,10100800000106,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00068444/E,0,1º B,Kalea/Calle,Zapatari,47 -B,1º B,Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,D1,2004,Anterior NBE-CT-79,51-3-174-1-5,Vivienda,Existente,2016-10-13,2026-10-13,96.0,100,0,187.6,39.7,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068444-E,130105100000350.0,80105100009860.0,1,51,10105100000073,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00068447/E,0,"CALLE BIDEBARRIETA Nº1 ESC. DR, 4ºDR",Kalea/Calle,Bidebarrieta,1,"ESC DCHA, 4º DCHA",Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1960,Anterior NBE-CT-79,36000102990000001028,Vivienda,Existente,2016-10-01,2026-10-01,66.0,100,0,354.8,71.1,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068447-E,130103600000100.0,80103600030060.0,1,36,10103600000016,1.0,Euskadi,CEXv2.1,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00068448/E,0,URB. JAUREGIA 3 2ºB,Urbanizazioa/Urbanización,Jauregia,3,2ºB,Artziniega,Artziniega,1474.0,Araba/Álava,D1,1980,1980,0400040654000003006,Vivienda,Existente,2016-10-11,2026-10-11,92.0,100,0,302.3,63.8,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068448-E,130100400000290.0,80100400002093.0,1,4,10100400000014,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00068451/E,0,Untzueta nº 5 4º Izda,Kalea/Calle,Untzueta,5,4º Izda,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1977,Anterior NBE-CT-79,36 0005 0032 000 0004 008,Vivienda,Existente,2016-10-09,2026-10-09,76.0,100,0,241.4,57.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068451-E,130103600001030.0,80103600009145.0,1,36,10103600000016,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gasóleo,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00068457/E,1,CALLE GOBEA Nº 25 PUENTELARRÁ (ÁLAVA),Kalea/Calle,Gobea,25,UNIFAMILIAR,Lantarón,Puentelarrá/Larrazubi | Puentelarrá / Larrazubi,1423.0,Araba/Álava,D1,1996,Anterior NBE-CT-79,35 0002 0157 000 0001 001,Vivienda,Existente,2016-10-14,2026-10-14,115.0,100,0,343.8,91.8,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068457-E,130190200000890.0,80190200005570.0,1,902,10190200000103,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00068459/E,0,Vivienda,Kalea/Calle,Iturritxu,1,1º Izquierda,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1954,Anterior NBE-CT-79,360109830A00010003LS,Vivienda,Existente,2016-10-14,2026-10-14,62.0,100,0,349.4,62.2,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068459-E,130103600000490.0,80103600003764.0,1,36,10103600000016,1.0,Euskadi,CE3X 2.1,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00068473/E,0,vivienda en bloque comunitario,Plaza/Plaza,Jesús Guridi,10,2º D (existe bajo),Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1964,1964,36000501580000002006,Vivienda,Existente,2016-10-18,2026-10-18,57.0,87,0,316.1,53.5,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068473-E,130103600000520.0,80103600003939.0,1,36,10103600000016,1.0,Euskadi,CE2,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00068474/E,1,"Unifamiliar en c/ Santa Clara 10, Alegría-Dulantzi",Kalea/Calle,Santa Clara,10,UNIFAMILIAR,Alegría-Dulantzi,Alegría-Dulantzi,1240.0,Araba/Álava,E1,2004,Anterior NBE-CT-79,0001 0001 0575 0001 0010,Vivienda,Existente,2016-10-18,2026-10-18,123.0,100,0,229.9,48.7,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068474-E,130100100000730.0,80100100008340.0,1,1,10100100000010,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00068749/E,0,1D,Kalea/Calle,Oketa,5,1D,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1970,Anterior NBE-CT-79,36 0005 0045 000 0001 004,Vivienda,Existente,2016-10-18,2026-10-18,60.0,100,0,445.9,75.5,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068749-E,130103600000790.0,80103600007527.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00068755/E,0,VIVIENDA 2ºdcha,Kalea/Calle,Batzalarrin,8,2ºdcha,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,C1,1963,Anterior NBE-CT-79,360004007900b0001004,Vivienda,Existente,2016-10-19,2026-10-19,63.0,96,0,209.3,44.3,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068755-E,130103600000860.0,80103600008099.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00068756/E,1,Vivienda Unifamiliar en Moreda de Alava,Kalea/Calle,Santa Alodia,5,UNIFAMILIAR,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,1322.0,Araba/Álava,D1,1870,Anterior NBE-CT-79,39000208370000001001,Vivienda,Existente,2016-10-17,2026-10-17,262.0,100,0,292.4,49.53,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068756-E,130103900000070.0,80103900001870.0,1,39,10103900000010,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00068967/E,0,VIVIENDA,Kalea/Calle,Landaluze,21,4-A,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1978,Anterior NBE-CT-79,36 0003 0023 000 0003 013,Vivienda,Existente,2016-10-20,2026-10-20,93.0,100,0,243.2,42.7,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068967-E,130103600000620.0,80103600005020.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,"GLP (Butano, propano...)"
CEE/CAPV/2016/00068969/E,0,2º IZQUIERDA,Kalea/Calle,Nerbioi,32,2º IZQ,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1970,Anterior NBE-CT-79,36 0004 0108 00A 0001 003,Vivienda,Existente,2016-10-20,2026-10-20,91.0,100,0,291.6,61.7,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068969-E,130103600000760.0,80103600007420.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00068978/E,0,Carlos Larrea 7 Esc. Drch 2ºC,Urbanizazioa/Urbanización,Carlos Larrea,7,Esc. Drch. 2ºC,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,2008,CTE 2006,36000505050000001007,Vivienda,Existente,2016-10-22,2026-10-22,111.0,100,0,143.3,30.3,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00068978-E,130103600001430.0,80103600031740.0,1,36,10103600000016,1.0,Euskadi,CEXv2.3,Centralizado,Caldera estandar,Gas natural,Centralizado,Caldera estandar,Gas natural
CEE/CAPV/2016/00069216/E,0,VIVIENDA,Kalea/Calle,María Cruz Sáenz Díaz,4,3ºA,Lapuebla de Labarca,Lapuebla de Labarca,1306.0,Araba/Álava,E1,1980,Anterior NBE-CT-79,33000302790000001005,Vivienda,Existente,2016-10-21,2026-10-21,106.0,100,10,318.1,67.4,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00069216-E,130103300000260.0,80103300002113.0,1,33,10103300000013,1.0,Euskadi,CE3,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
